Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__0319-6G20,g__norank_f__0319-6G20,s__unclassified_g__norank_f__0319-6G20,OTU1218,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio,OTU1020,8,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__uncultured_bacterium_g__SWB02,OTU1488,183,0.00025,82.352941176471%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__unclassified_o__Babeliales,g__unclassified_o__Babeliales,s__unclassified_o__Babeliales,OTU1080,19,3.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__unclassified_g__Aquicella,OTU1081,9,1.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae,OTU1795,7,9.68708e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__Paradoxia_multiseta,OTU1199,41,6.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__uncultured_bacterium_g__norank_f__Vermiphilaceae,OTU949,13,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__env.OPS_17,g__norank_f__env.OPS_17,s__uncultured_bacterium_g__norank_f__env.OPS_17,OTU1203,23,3.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__norank_o__Babeliales,g__norank_o__Babeliales,s__unclassified_g__norank_o__Babeliales,OTU1066,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methyloglobulus,s__uncultured_bacterium_g__Methyloglobulus,OTU757,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Nitrospirae,c__Nitrospira,o__norank_c__Nitrospira,f__norank_c__Nitrospira,g__Nitrospira,s__unclassified_g__Nitrospira,OTU1154,470,0.00065,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__unclassified_o__Chlamydiales,g__unclassified_o__Chlamydiales,s__unclassified_o__Chlamydiales,OTU894,29,4.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__norank_f__Microscillaceae,s__unclassified_g__norank_f__Microscillaceae,OTU778,5,6.91934e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__uncultured_bacterium_g__Aquicella,OTU898,74,0.0001,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1505,49,7.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium,OTU1190,10,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__uncultured_bacterium_g__norank_f__Pedosphaeraceae,OTU1234,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__norank_f__Simkaniaceae,s__unclassified_g__norank_f__Simkaniaceae,OTU1085,15,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__OM190,o__norank_c__OM190,f__norank_c__OM190,g__norank_c__OM190,s__uncultured_bacterium_g__norank_c__OM190,OTU1088,136,0.00019,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_gordonae,OTU1809,199,0.00028,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio,OTU960,159,0.00022,82.352941176471%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__unclassified_g__Bryobacter,OTU1239,173,0.00024,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__uncultured_bacterium_g__norank_f__Pedosphaeraceae,OTU783,8,1.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__DSSD61,s__uncultured_bacterium_g__DSSD61,OTU902,436,0.0006,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Janthinobacterium,s__Janthinobacterium_lividum,OTU895,1222,0.00169,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Obscuribacterales,f__norank_o__Obscuribacterales,g__norank_o__Obscuribacterales,s__uncultured_bacterium_g__norank_o__Obscuribacterales,OTU1506,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__unclassified_g__MND1,OTU1068,72,0.0001,82.352941176471%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_vulgaris_DP4,OTU1846,5,6.91934e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__OPB56,f__norank_o__OPB56,g__norank_o__OPB56,s__uncultured_bacterium_g__norank_o__OPB56,OTU1194,5,6.91934e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__Oligoflexaceae,g__norank_f__Oligoflexaceae,s__uncultured_bacterium_g__norank_f__Oligoflexaceae,OTU781,7,9.68708e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__Chthonomonadales,f__Chthonomonadaceae,g__Chthonomonas,s__unclassified_g__Chthonomonas,OTU1243,17,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Levybacteria,f__norank_o__Candidatus_Levybacteria,g__norank_o__Candidatus_Levybacteria,s__uncultured_soil_bacterium_g__norank_o__Candidatus_Levybacteria,OTU1270,5,6.91934e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium_g__SM1A02,OTU1101,29,4.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_o__Candidatus_Kaiserbacteria,s__metagenome_g__norank_o__Candidatus_Kaiserbacteria,OTU962,10,1.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45,OTU1169,1503,0.00208,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Candidatus_Xenohaliotis,s__uncultured_bacterium_g__Candidatus_Xenohaliotis,OTU792,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__norank_o__Acidobacteriales,g__norank_o__Acidobacteriales,s__unclassified_g__norank_o__Acidobacteriales,OTU906,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__unclassified_f__Burkholderiaceae,s__unclassified_f__Burkholderiaceae,OTU1090,7,9.68708e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae,OTU927,16,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Georgfuchsia,s__uncultured_bacterium_g__Georgfuchsia,OTU1204,29,4.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g__RB41,OTU1022,22,3.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__unclassified_g__OM27_clade,OTU1511,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__metagenome_g__Aquicella,OTU1071,165,0.00023,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Microtrichales,f__Iamiaceae,g__Iamia,s__unclassified_g__Iamia,OTU1286,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_tjernbergiae,OTU1873,179,0.00025,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__unclassified_g__norank_f__Roseiflexaceae,OTU1181,21,3.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__norank_f__Steroidobacteraceae,s__Hypsibius_dujardini_g__norank_f__Steroidobacteraceae,OTU795,265,0.00037,76.470588235294%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_sp._LRR22,OTU1115,143,0.0002,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geobacter,s__unclassified_g__Geobacter,OTU785,7,9.68708e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__metagenome_g__SM1A02,OTU1092,38,5.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__unclassified_o__Betaproteobacteriales,g__unclassified_o__Betaproteobacteriales,s__unclassified_o__Betaproteobacteriales,OTU1247,10,1.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Cytophaga,s__uncultured_bacterium_g__Cytophaga,OTU1206,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__uncultured_bacterium_g__Candidatus_Solibacter,OTU1207,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__unclassified_g__Hyphomicrobium,OTU1522,1195,0.00165,100%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__unclassified_g__Lysinibacillus,OTU918,23,3.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__metagenome_g__Bdellovibrio,OTU1033,8,1.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__Oligoflexaceae,g__Oligoflexus,s__unclassified_g__Oligoflexus,OTU951,35,5.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__uncultured_bacterium_g__Rhodobacter,OTU1878,2105,0.00291,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae,OTU965,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__Bdellovibrio_sp._oral_clone_CA006,OTU1228,8,1.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria,OTU1073,21,3.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__Candidatus_Captivus,s__unclassified_g__Candidatus_Captivus,OTU1097,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae,OTU827,11,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Vampirovibrionales,f__norank_o__Vampirovibrionales,g__norank_o__Vampirovibrionales,s__uncultured_bacterium_g__norank_o__Vampirovibrionales,OTU1294,16,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__unclassified_g__Pseudomonas,OTU1127,314,0.00043,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria,OTU1251,52,7.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__11-24,f__norank_o__11-24,g__norank_o__11-24,s__uncultured_bacterium_g__norank_o__11-24,OTU1039,188,0.00026,82.352941176471%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__SAR324_cladeMarine_group_B,f__norank_o__SAR324_cladeMarine_group_B,g__norank_o__SAR324_cladeMarine_group_B,s__unclassified_g__norank_o__SAR324_cladeMarine_group_B,OTU1350,44,6.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Microtrichales,f__norank_o__Microtrichales,g__norank_o__Microtrichales,s__uncultured_bacterium_g__norank_o__Microtrichales,OTU1884,62,9.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_o__Candidatus_Kaiserbacteria,s__uncultured_bacterium_g__norank_o__Candidatus_Kaiserbacteria,OTU1543,6,8.30321e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae,OTU1244,8,1.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Lacibacter,s__uncultured_bacterium_g__Lacibacter,OTU993,74,0.0001,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Methylophilaceae,g__Methylophilus,s__unclassified_g__Methylophilus,OTU1212,125,0.00017,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_oxydans_g__Microbacterium,OTU920,1225,0.0017,100%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Subgroup_22,o__norank_c__Subgroup_22,f__norank_c__Subgroup_22,g__norank_c__Subgroup_22,s__uncultured_organism_g__norank_c__Subgroup_22,OTU1093,49,7.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_c__JG30-KF-CM66,g__norank_c__JG30-KF-CM66,s__metagenome_g__norank_c__JG30-KF-CM66,OTU972,23,3.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Armatimonadetes,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__norank_f__Fimbriimonadaceae,s__uncultured_bacterium_g__norank_f__Fimbriimonadaceae,OTU868,6,8.30321e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__Candidatus_Paracaedibacter,s__uncultured_bacterium_g__Candidatus_Paracaedibacter,OTU1098,8,1.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__Pseudomuriella_schumacherensis,OTU1134,13,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__unclassified_c__Blastocatellia_Subgroup_4,f__unclassified_c__Blastocatellia_Subgroup_4,g__unclassified_c__Blastocatellia_Subgroup_4,s__unclassified_c__Blastocatellia_Subgroup_4,OTU853,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__norank_f__A4b,s__unclassified_g__norank_f__A4b,OTU1295,62,9.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__norank_f__Saprospiraceae,s__uncultured_soil_bacterium_g__norank_f__Saprospiraceae,OTU1271,8,1.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Cellvibrionaceae,g__Cellvibrio,s__unclassified_g__Cellvibrio,OTU1359,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__Parvibaculum,s__uncultured_Parvibaculum_sp._g__Parvibaculum,OTU1890,42,6.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__unclassified_f__Rhodocyclaceae,s__unclassified_f__Rhodocyclaceae,OTU1053,2185,0.00302,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosomonas,s__unclassified_g__Nitrosomonas,OTU921,29,4.0E-5,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__unclassified_g__norank_o__Chloroplast,OTU1256,5,6.91934e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__A0839,g__norank_f__A0839,s__uncultured_bacterium_g__norank_f__A0839,OTU1546,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__unclassified_c__Deltaproteobacteria,f__unclassified_c__Deltaproteobacteria,g__unclassified_c__Deltaproteobacteria,s__unclassified_c__Deltaproteobacteria,OTU1103,8,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Midichloriaceae,g__unclassified_f__Midichloriaceae,s__unclassified_f__Midichloriaceae,OTU997,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__unclassified_f__Solibacteraceae_Subgroup_3,s__unclassified_f__Solibacteraceae_Subgroup_3,OTU1221,7,9.68708e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank_f__Caldilineaceae,s__uncultured_bacterium_g__norank_f__Caldilineaceae,OTU1312,175,0.00024,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__unclassified_g__Aquicella,OTU1111,6,8.30321e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__metagenome_g__Bdellovibrio,OTU980,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank_f__Caldilineaceae,s__uncultured_bacterium_g__norank_f__Caldilineaceae,OTU1297,93,0.00013,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__uncultured_bacterium_g__Singulisphaera,OTU1170,7,9.68708e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__unclassified_g__Odoribacter,OTU877,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank_c__Alphaproteobacteria,f__norank_c__Alphaproteobacteria,g__norank_c__Alphaproteobacteria,s__unclassified_g__norank_c__Alphaproteobacteria,OTU1962,116,0.00016,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus,OTU854,213,0.00029,82.352941176471%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__norank_f__Rhodospirillaceae,s__uncultured_bacterium_g__norank_f__Rhodospirillaceae,OTU941,39,5.0E-5,52.941176470588%
